Benchmark,ObjectiveMetric,ExtraMetric,tau,unlabeled_noise,feature_drop_prob,pseudo_weight,agreement_weight,weight_power,hard_weight_threshold,SupervisedObjective,ConfidenceObjective,SAGEObjective,SAGEMinusSupervised,ConfidenceMinusSupervised,SupervisedExtra,SAGEExtra,ConfidenceExtra,SAGEMeanWeight,SAGEMeanDisagreement
year,NLL,Cov90,0.12,0.1,0.2,0.8,0.25,2.0,-1.0,1.3018505573272705,2.1949737071990967,1.8590766191482544,0.5572260618209839,0.8931231498718262,0.860382080078125,0.796112060546875,0.649017333984375,0.1179036870598793,0.5052648782730103
year,NLL,Cov90,0.12,0.1,0.2,0.8,0.25,2.0,0.85,1.3018505573272705,2.1949737071990967,2.088479995727539,0.7866294384002686,0.8931231498718262,0.860382080078125,0.77655029296875,0.649017333984375,0.003403003793209791,0.5688572525978088
year,NLL,Cov90,0.12,0.1,0.2,0.8,0.5,1.0,-1.0,1.3018505573272705,2.1949737071990967,1.7045975923538208,0.4027470350265503,0.8931231498718262,0.860382080078125,0.8028564453125,0.649017333984375,0.23681369423866272,0.5141084790229797
year,NLL,Cov90,0.12,0.1,0.2,0.8,0.5,1.0,0.85,1.3018505573272705,2.1949737071990967,1.6611241102218628,0.3592735528945923,0.8931231498718262,0.860382080078125,0.797088623046875,0.649017333984375,0.026945162564516068,0.48633819818496704
year,NLL,Cov90,0.12,0.1,0.2,0.8,0.5,2.0,-1.0,1.3018505573272705,2.1949737071990967,1.6299386024475098,0.32808804512023926,0.8931231498718262,0.860382080078125,0.808868408203125,0.649017333984375,0.12597648799419403,0.48874613642692566
year,NLL,Cov90,0.12,0.1,0.2,0.8,0.5,2.0,0.85,1.3018505573272705,2.1949737071990967,1.8083059787750244,0.5064554214477539,0.8931231498718262,0.860382080078125,0.810302734375,0.649017333984375,0.0051879617385566235,0.4201134145259857
year,NLL,Cov90,0.18,0.02,0.0,0.8,0.25,1.0,-1.0,1.3018505573272705,2.1949737071990967,1.7073264122009277,0.4054758548736572,0.8931231498718262,0.860382080078125,0.792572021484375,0.649017333984375,0.9915479421615601,0.0015382228884845972
year,NLL,Cov90,0.18,0.02,0.0,0.8,0.25,1.0,0.85,1.3018505573272705,2.1949737071990967,1.7306151390075684,0.42876458168029785,0.8931231498718262,0.860382080078125,0.7818603515625,0.649017333984375,0.9919942021369934,0.0014544585719704628
year,NLL,Cov90,0.18,0.02,0.0,0.8,0.25,2.0,-1.0,1.3018505573272705,2.1949737071990967,1.8558470010757446,0.5539964437484741,0.8931231498718262,0.860382080078125,0.787994384765625,0.649017333984375,0.9830320477485657,0.0015697987983003259
year,NLL,Cov90,0.18,0.02,0.0,0.8,0.25,2.0,0.85,1.3018505573272705,2.1949737071990967,1.7623084783554077,0.4604579210281372,0.8931231498718262,0.860382080078125,0.793853759765625,0.649017333984375,0.9801316261291504,0.0016766557237133384
year,NLL,Cov90,0.18,0.02,0.0,0.8,0.5,1.0,-1.0,1.3018505573272705,2.1949737071990967,1.633263111114502,0.33141255378723145,0.8931231498718262,0.860382080078125,0.805023193359375,0.649017333984375,0.9917213320732117,0.0015089669032022357
